event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-12-03 10:08:45 UTC,cart,24400436,2053013557569651219,auto.accessories.winch,kirkland,10.17,519513506,""
2019-12-02 08:15:35 UTC,cart,1480711,2053013563835941749,appliances.kitchen.refrigerators,pulser,707.84,580714819,""
2019-12-10 19:32:22 UTC,cart,13000001,2232732107489149609,apparel.shorts,microsoft,63.06,584193732,""
2019-12-12 07:50:50 UTC,cart,2200885,2232732101919113783,furniture.bedroom.blanket,nikon,231.38,585526753,""
2019-12-12 16:19:34 UTC,cart,9101085,2232732104066597479,furniture.kitchen.table,razer,97.79,585953165,""
2019-12-14 15:37:38 UTC,cart,1004767,2232732093077520756,construction.tools.light,samsung,226.3,586879399,""
2019-12-15 13:42:52 UTC,cart,9800240,2232732097087275466,sport.trainer,aerocool,38.35,574084617,""
2019-12-18 14:35:05 UTC,cart,6800691,2053013555220840837,appliances.kitchen.juicer,seagate,110.65,587428481,""
2019-12-19 06:23:45 UTC,cart,1307054,2053013554658804075,electronics.audio.headphone,apple,1334.65,589172852,""
2019-12-21 15:30:13 UTC,cart,4804718,2232732079706079299,sport.bicycle,apple,326.88,590035230,""
2019-12-23 11:37:50 UTC,cart,4800107,2232732079706079299,sport.bicycle,kingston,102.68,591290578,""
2019-12-24 00:26:16 UTC,cart,1002544,2232732093077520756,construction.tools.light,apple,452.17,591580955,""
2019-12-24 06:25:46 UTC,cart,1004857,2232732093077520756,construction.tools.light,samsung,128.32,535383117,""
2019-12-26 07:34:19 UTC,cart,30100031,2053013557670314521,electronics.audio.acoustic,bosch,63.06,592696948,""
2019-12-27 02:55:45 UTC,cart,5100503,2232732103831716449,apparel.shoes,xiaomi,22.33,592718043,""
2019-12-27 04:35:51 UTC,cart,10301494,2053013553115300101,"",welly,5.77,593200733,""
2019-12-27 06:34:42 UTC,cart,1307077,2053013554658804075,electronics.audio.headphone,asus,892.94,570391628,""
2019-12-27 16:25:23 UTC,cart,5100572,2232732103101907535,electronics.clocks,apple,463.31,541641713,""
2019-12-28 18:24:52 UTC,cart,2300249,2232732102640534085,apparel.shoes.keds,xiaomi,106.03,594002694,""
2019-12-31 11:16:57 UTC,cart,100061443,2053013563584283495,sport.ski,alkor,273.74,532482951,""
2019-12-31 12:49:43 UTC,cart,1002544,2232732093077520756,construction.tools.light,apple,445.98,595269952,""
2019-12-24 18:26:12 UTC,view,100001784,2232732110643266300,country_yard.furniture.hammok,amen,37.78,590514767,0000013c-0ccc-4b8a-a4f7-06ec6b4ce13a
2019-12-08 13:36:10 UTC,view,1201525,2232732101407408685,apparel.shoes.slipons,bq,51.12,516238159,00000348-8463-4832-9556-18191384baa0
2019-12-29 14:12:38 UTC,view,4804056,2232732079706079299,sport.bicycle,apple,166.24,583944453,00000361-1394-4fe6-a29b-4bed6c17193a
2019-12-29 14:14:39 UTC,cart,4804056,2232732079706079299,sport.bicycle,apple,166.24,583944453,00000361-1394-4fe6-a29b-4bed6c17193a
2019-12-29 14:15:08 UTC,purchase,4804056,2232732079706079299,sport.bicycle,apple,166.24,583944453,00000361-1394-4fe6-a29b-4bed6c17193a
2019-12-18 02:38:26 UTC,view,1004235,2232732093077520756,construction.tools.light,apple,1371.95,570210242,000004f0-7a1c-4bae-a9d0-c1978b28cb52
2019-12-26 15:39:16 UTC,view,16600101,2232732108780995272,sport.trainer,rivertoys,190.48,568900962,0000052a-e634-4d0c-a798-42d46d1101f3
2019-12-16 17:53:50 UTC,view,4802640,2053013555220840837,appliances.kitchen.juicer,sony,169.12,585512001,000005c3-19fc-44c4-8b6e-19067fd23852
2019-12-02 06:46:04 UTC,view,3700926,2232732101063475749,appliances.environment.vacuum,samsung,69.47,576957363,00000618-ecb5-4f31-9b19-7bedb1e09ae3
2019-12-02 06:46:39 UTC,view,3700868,2053013565983425517,appliances.environment.vacuum,samsung,77.2,576957363,00000618-ecb5-4f31-9b19-7bedb1e09ae3
2019-12-02 06:49:12 UTC,view,3700869,2232732101063475749,appliances.environment.vacuum,samsung,92.64,576957363,00000618-ecb5-4f31-9b19-7bedb1e09ae3
2019-12-02 06:49:38 UTC,cart,3700869,2232732101063475749,appliances.environment.vacuum,samsung,92.64,576957363,00000618-ecb5-4f31-9b19-7bedb1e09ae3
2019-12-02 06:50:51 UTC,view,3700869,2232732101063475749,appliances.environment.vacuum,samsung,92.64,576957363,00000618-ecb5-4f31-9b19-7bedb1e09ae3
2019-12-02 06:51:45 UTC,view,3700926,2232732101063475749,appliances.environment.vacuum,samsung,69.47,576957363,00000618-ecb5-4f31-9b19-7bedb1e09ae3
2019-12-02 06:52:05 UTC,view,3700869,2232732101063475749,appliances.environment.vacuum,samsung,92.64,576957363,00000618-ecb5-4f31-9b19-7bedb1e09ae3
2019-12-05 08:06:03 UTC,view,4804718,2232732079706079299,sport.bicycle,apple,320.14,580375825,0000066e-27b3-4bf1-82b0-bf453401fe64
2019-12-06 11:22:01 UTC,view,1004249,2232732093077520756,construction.tools.light,apple,728.18,519211189,00000673-1574-4cb0-8814-aad1f3d57bed
2019-12-20 19:58:29 UTC,view,1004249,2232732093077520756,construction.tools.light,apple,766.82,521691174,000006f5-f793-4f74-a103-bb24a3cf2902
2019-12-20 20:07:35 UTC,view,1004249,2232732093077520756,construction.tools.light,apple,766.82,521691174,000006f5-f793-4f74-a103-bb24a3cf2902
