event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2020-01-01 11:25:39 UTC,cart,26400194,2053013553056579841,computers.peripherals.printer,"",250.46,594613649,""
2020-01-02 11:20:11 UTC,cart,1004750,2232732093077520756,construction.tools.light,samsung,205.64,553133563,""
2020-01-05 10:31:16 UTC,cart,4804718,2232732079706079299,sport.bicycle,apple,336.95,597079373,""
2020-01-07 08:54:58 UTC,cart,1307581,2053013554658804075,electronics.audio.headphone,hp,488.82,597825078,""
2020-01-08 19:50:47 UTC,cart,21410832,2232732082063278200,electronics.clocks,casio,89.06,598196125,""
2020-01-10 13:29:27 UTC,cart,1004767,2232732093077520756,construction.tools.light,samsung,229.95,532482951,""
2020-01-12 09:57:10 UTC,cart,10200950,2232732104653800053,appliances.kitchen.grill,simba,45.79,565538585,""
2020-01-12 18:01:41 UTC,cart,1005253,2232732093077520756,construction.tools.light,xiaomi,249.17,600276598,""
2020-01-12 22:28:12 UTC,cart,1005238,2232732093077520756,construction.tools.light,oppo,308.86,600125522,""
2020-01-15 14:56:26 UTC,cart,21401256,2232732082063278200,electronics.clocks,casio,30.12,595377189,""
2020-01-16 04:42:34 UTC,cart,7300476,2232732099670966793,appliances.personal.massager,apacer,53.8,568901904,""
2020-01-17 21:01:25 UTC,cart,4100129,2232732098228126185,apparel.shoes,sony,449.9,602567973,""
2020-01-19 12:58:25 UTC,cart,13103707,2232732106860003995,"",nz,175.04,603212041,""
2020-01-20 16:25:33 UTC,cart,10504335,2053013553098522884,kids.toys,poopsie,21.88,603807241,""
2020-01-21 09:40:23 UTC,cart,10300123,2232732104888681081,apparel.scarf,"",11.33,604085402,""
2020-01-22 05:59:24 UTC,cart,1005223,2232732093077520756,construction.tools.light,xiaomi,166.01,603810471,""
2020-01-24 12:00:48 UTC,cart,100002292,2232732079706079299,sport.bicycle,xiaomi,56.9,605457140,""
2020-01-26 05:03:00 UTC,cart,100085014,2232732103462617687,apparel.shoes.slipons,"",0.0,603880172,""
2020-01-30 08:38:49 UTC,cart,7201579,2053013555464110485,furniture.bedroom.bed,lego,84.94,608049901,""
2020-01-04 12:11:27 UTC,view,1005115,2232732093077520756,construction.tools.light,apple,868.03,596715997,00000208-b6b8-44c1-b1eb-a6ced51107c4
2020-01-09 10:04:16 UTC,view,26400291,2053013554725912943,appliances.kitchen.coffee_grinder,lucente,200.26,589500099,0000020c-8e6b-4d21-a68a-3bf9280d1dca
