event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2020-02-10 20:36:29 UTC,cart,10502564,2053013554524586339,kids.dolls,"",61.75,613107392,""
2020-02-02 00:26:56 UTC,cart,1005014,2232732093077520756,construction.tools.light,samsung,415.61,601555623,""
2020-02-02 00:27:44 UTC,cart,1005014,2232732093077520756,construction.tools.light,samsung,415.61,601555623,""
2020-02-04 01:55:17 UTC,cart,1005129,2232732093077520756,construction.tools.light,apple,1178.28,608518790,""
2020-02-05 12:08:20 UTC,cart,1005014,2232732093077520756,construction.tools.light,samsung,437.33,541412463,""
2020-02-07 12:48:43 UTC,cart,26900077,2232732098303623659,apparel.shoes.espadrilles,"",162.17,611620028,""
2020-02-08 13:01:44 UTC,cart,3701553,2232732101063475749,appliances.environment.vacuum,xiaomi,489.05,612020900,""
2020-02-01 09:59:16 UTC,cart,1004856,2232732093077520756,construction.tools.light,samsung,129.99,600474895,""
2020-02-10 20:36:29 UTC,cart,10502564,2053013554524586339,kids.dolls,"",61.75,613107392,""
2020-02-11 09:18:51 UTC,cart,100078573,2232732093077520756,construction.tools.light,meizu,264.41,613218364,""
2020-02-13 19:06:07 UTC,cart,1005160,2232732093077520756,construction.tools.light,xiaomi,182.22,614509597,""
2020-02-16 03:08:52 UTC,cart,15901972,2053013566142809077,construction.tools.generator,vinzer,60.21,615585683,""
2020-02-16 10:16:39 UTC,cart,100016194,2053013560530830019,electronics.camera.video,nokia,19.54,615719633,""
2020-02-22 10:00:44 UTC,cart,4804056,2232732079706079299,sport.bicycle,apple,154.25,578068724,""
2020-02-18 04:51:50 UTC,view,26300078,2053013554725912943,appliances.kitchen.coffee_grinder,lucente,313.52,602108017,00000031-5225-42a6-8670-079055a51187
2020-02-29 11:49:16 UTC,view,1004903,2232732093077520756,construction.tools.light,huawei,115.05,619949741,0000004b-b485-4bf2-b902-46da1be0c38e
2020-02-29 11:49:29 UTC,view,100086238,2232732093077520756,construction.tools.light,samsung,113.9,619949741,0000004b-b485-4bf2-b902-46da1be0c38e
2020-02-22 07:30:35 UTC,view,43300143,2232732082809864333,electronics.audio.music_tools.piano,"",17.22,617263371,00000380-8991-4806-956b-78b1436adc4d
2020-02-26 14:09:17 UTC,view,39800093,2232732119400973272,apparel.costume,dion,29.6,608620395,00000383-5d24-4571-a28f-b5529f9d8fd5
2020-02-07 02:06:14 UTC,view,18001491,2232732099436085763,construction.tools.welding,apple,5.12,533543044,00000b3b-fd1a-4646-8984-e06abda3855c
2020-02-29 08:58:13 UTC,view,100116550,2232732093077520756,construction.tools.light,samsung,1415.45,617286032,00000c1f-7e7b-4022-a4aa-35a408fea431
2020-02-05 04:11:48 UTC,view,100023500,2232732093077520756,construction.tools.light,xiaomi,226.51,538527217,00000cbd-69bc-4c7a-9d72-f86a4c6dbc4b
2020-02-14 12:52:07 UTC,view,1002525,2232732093077520756,construction.tools.light,apple,554.69,565081541,0000131b-d5e8-46bb-b38b-92eb57de086d
2020-02-14 12:52:32 UTC,view,1002525,2232732093077520756,construction.tools.light,apple,554.69,565081541,0000131b-d5e8-46bb-b38b-92eb57de086d
2020-02-14 12:52:40 UTC,cart,1002525,2232732093077520756,construction.tools.light,apple,554.69,565081541,0000131b-d5e8-46bb-b38b-92eb57de086d
2020-02-14 12:53:11 UTC,view,1002525,2232732093077520756,construction.tools.light,apple,554.69,565081541,0000131b-d5e8-46bb-b38b-92eb57de086d
2020-02-14 12:53:21 UTC,view,1002524,2232732093077520756,construction.tools.light,apple,513.5,565081541,0000131b-d5e8-46bb-b38b-92eb57de086d
2020-02-14 12:53:35 UTC,cart,1002524,2232732093077520756,construction.tools.light,apple,513.5,565081541,0000131b-d5e8-46bb-b38b-92eb57de086d
2020-02-14 12:53:49 UTC,cart,1002524,2232732093077520756,construction.tools.light,apple,513.5,565081541,0000131b-d5e8-46bb-b38b-92eb57de086d
2020-02-14 12:54:15 UTC,view,1002524,2232732093077520756,construction.tools.light,apple,513.5,565081541,0000131b-d5e8-46bb-b38b-92eb57de086d
2020-02-14 12:54:32 UTC,view,4804056,2232732079706079299,sport.bicycle,apple,164.15,565081541,0000131b-d5e8-46bb-b38b-92eb57de086d
2020-02-14 12:55:15 UTC,view,4804056,2232732079706079299,sport.bicycle,apple,164.15,565081541,0000131b-d5e8-46bb-b38b-92eb57de086d
2020-02-14 12:55:24 UTC,cart,4804056,2232732079706079299,sport.bicycle,apple,164.15,565081541,0000131b-d5e8-46bb-b38b-92eb57de086d
